CustomerID,Gender,Age,State,TenureMonths,ContractType,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
4089,Female,62,Michigan,62,Two Year,Credit Card,No,No,Fiber Optic,No,No,Yes,Yes,No,No,Yes,86.72,5376.64,2,No
4090,Female,39,Illinois,18,Month-to-Month,Bank Transfer,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Yes,112.47,2024.46,3,Yes
4091,Male,28,Illinois,17,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,No,No,Yes,No,Yes,264.62262245467963,1708.33,3,No
4092,Female,66,California,1,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,101.32,,4,Yes
4093,Male,43,North Carolina,1,Month-to-Month,Bank Transfer,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,95.56,,2,Yes
4094,Female,48,Florida,1,One Year,Electronic Check,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,99.31,,2,Yes
4095,Male,63,Illinois,58,Month-to-Month,Electronic Check,No,No,DSL,No,No,No,No,Yes,Yes,Yes,61.03,3539.74,0,No
4096,Male,29,Michigan,12,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,104.26,1251.12,3,Yes
4097,Female,53,Illinois,15,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,114.14,1712.1,0,Yes
4098,Male,36,Georgia,44,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,231.30936912789463,6568.32,3,Yes
4099,Female,43,New York,22,One Year,Credit Card,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,118.28,2602.16,1,No
4100,Male,46,California,22,Month-to-Month,Credit Card,No,No,DSL,No,No,No,No,No,No,Yes,39.72,873.84,3,Yes
4101,Male,22,Georgia,8,Month-to-Month,Electronic Check,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,111.76,894.08,0,No
4102,Female,33,California,43,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,55.41,2382.63,1,Yes
4103,Male,65,Ohio,4,Month-to-Month,Electronic Check,No,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,82.05,328.2,2,Yes
4104,Male,58,California,1,One Year,Electronic Check,No,No,DSL,No,No,No,No,No,No,No,36.44,,3,No
4105,Female,44,North Carolina,5,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,23.93,119.65,2,No
4106,Female,48,Texas,7,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,Yes,No,No,No,No,100.76,705.32,0,No
4107,Female,40,Pennsylvania,7,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,No,No,Yes,No,No,No,90.18,631.26,0,No
4108,Female,65,Illinois,26,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,29.4,764.4,5,Yes
4109,Male,41,New York,5,Two Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,132.49,662.45,4,No
4110,Female,48,Florida,27,Month-to-Month,Credit Card,No,No,No,No,No,No,No,No,No,Yes,20.0,540.0,2,Yes
4111,Male,62,New York,2,Two Year,Bank Transfer,Yes,No,DSL,No,No,No,No,Yes,No,No,76.91,153.82,2,Yes
4112,Female,33,Florida,3,One Year,Mailed Check,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,119.37,358.11,2,No
4113,Male,68,New York,17,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,104.42,1775.14,6,Yes
4114,Female,22,Florida,61,Two Year,Bank Transfer,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,128.42,7833.62,2,No
4115,Female,69,Illinois,47,One Year,Bank Transfer,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,105.35,4951.45,2,Yes
4116,Female,39,Texas,72,One Year,Credit Card,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,121.85,8773.2,4,No
4117,Female,41,Michigan,25,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Yes,112.18,2804.5,0,Yes
4118,Female,18,Pennsylvania,27,One Year,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,42.94,1159.38,2,No
4119,Female,38,Texas,23,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,107.25,2466.75,1,No
4120,Male,29,New York,23,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,46.0,1058.0,2,No
4121,Male,35,North Carolina,3,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,No,119.31,357.93,1,No
4122,Male,42,California,18,Two Year,Mailed Check,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,119.65,2153.7,3,No
4123,Male,59,Ohio,11,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,106.64,1173.04,1,No
4124,Female,48,Pennsylvania,14,One Year,Bank Transfer,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,120.28,1683.92,2,Yes
4125,Female,49,Texas,17,One Year,Bank Transfer,Yes,No,DSL,No,No,No,No,Yes,No,Yes,78.77,1339.09,5,Yes
4126,Female,28,North Carolina,3,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,110.13,330.39,0,Yes
4127,Female,31,Florida,10,Month-to-Month,Electronic Check,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,82.63,826.3,4,Yes
4128,Female,71,Florida,1,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,99.41,,2,No
4129,Male,33,North Carolina,72,One Year,Bank Transfer,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Yes,94.03,6770.16,1,No
4130,Male,69,Illinois,3,Two Year,Bank Transfer,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,119.39,358.17,0,Yes
4131,Male,41,North Carolina,7,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,109.09,763.63,0,Yes
4132,Male,45,Illinois,53,One Year,Electronic Check,Yes,No,DSL,No,No,Yes,No,No,Yes,No,92.1,4881.3,1,No
4133,Female,61,Georgia,15,One Year,Mailed Check,Yes,No,No,No,No,No,No,No,No,Yes,30.09,451.35,1,No
4134,Female,64,North Carolina,3,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,116.87,350.61,5,Yes
4135,Female,43,California,11,Month-to-Month,Mailed Check,Yes,No,No,No,No,No,No,No,No,Yes,40.93,450.23,0,No
4136,Female,39,Georgia,2,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,34.51,69.02,2,No
4137,Female,44,Illinois,5,Two Year,Electronic Check,Yes,No,DSL,No,Yes,Yes,No,No,Yes,No,103.84,519.2,2,No
4138,Male,50,California,1,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,46.43,,3,No
4139,Female,58,Pennsylvania,13,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,No,No,Yes,71.82,933.66,2,Yes
4140,Male,45,California,39,Two Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,24.98,974.22,0,No
4141,Male,54,Georgia,21,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,102.93,2161.53,0,Yes
4142,Male,69,Pennsylvania,22,Two Year,Mailed Check,No,No,Fiber Optic,No,No,Yes,No,Yes,No,No,75.45,1659.9,2,Yes
4143,Female,50,Michigan,5,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,136.21,681.05,4,Yes
4144,Male,49,Texas,10,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,27.64,276.4,0,No
4145,Male,22,Illinois,44,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,150.0,6600.0,3,No
4146,Female,18,Texas,2,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,135.9,271.8,2,Yes
4147,Female,50,Illinois,46,Month-to-Month,Credit Card,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,90.25,4151.5,2,Yes
4148,Male,43,Georgia,15,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,106.95,1604.25,4,No
4149,Male,37,Georgia,43,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,Yes,Yes,No,101.38,4359.34,0,No
4150,Female,48,North Carolina,9,Two Year,Bank Transfer,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,131.57,1184.13,2,No
4151,Male,44,North Carolina,9,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,145.7,1311.3,3,Yes
4152,Female,61,California,33,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,98.84,3261.72,2,No
4153,Female,46,Florida,36,Month-to-Month,Electronic Check,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,80.74,2906.64,0,No
4154,Male,33,Ohio,6,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,248.34315289531713,706.5,1,No
4155,Male,59,Pennsylvania,72,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,48.78,3512.16,1,No
4156,Male,41,Texas,2,Month-to-Month,Bank Transfer,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,96.19,192.38,1,Yes
4157,Male,52,Pennsylvania,1,Two Year,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,No,41.97,,2,No
4158,Male,37,New York,21,Month-to-Month,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,41.73,876.33,2,No
4159,Female,35,New York,30,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,239.6357241481063,841.8,3,No
4160,Male,46,North Carolina,72,Month-to-Month,Electronic Check,No,No,No,No,No,No,No,No,No,Yes,20.0,1440.0,4,No
4161,Female,45,New York,12,One Year,Bank Transfer,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,117.2,1406.4,1,No
4162,Female,52,California,1,Month-to-Month,Mailed Check,Yes,No,DSL,Yes,No,No,No,Yes,No,No,97.4,,5,No
4163,Male,40,California,22,Two Year,Mailed Check,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,117.66,2588.52,1,No
4164,Male,18,North Carolina,8,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,107.52,860.16,5,Yes
4165,Male,38,Michigan,13,One Year,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,28.73,373.49,0,Yes
4166,Male,56,Ohio,16,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,112.44,1799.04,2,Yes
4167,Female,40,Florida,1,Two Year,Electronic Check,No,No,Fiber Optic,No,No,No,Yes,No,Yes,Yes,75.46,,0,Yes
4168,Male,41,Michigan,15,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,115.95,1739.25,2,No
4169,Female,59,Ohio,13,One Year,Bank Transfer,Yes,No,DSL,No,No,No,No,No,No,No,60.37,784.81,5,No
4170,Male,34,North Carolina,29,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,No,Yes,Yes,83.9,2433.1,1,Yes
4171,Male,21,Georgia,24,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,126.83,3043.92,1,No
4172,Female,42,Florida,4,Month-to-Month,Electronic Check,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Yes,111.18,444.72,1,No
4173,Female,37,New York,5,Month-to-Month,Bank Transfer,Yes,No,DSL,No,No,Yes,No,Yes,Yes,No,98.27,491.35,4,Yes
4174,Male,30,Texas,6,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,107.68,646.08,1,No
4175,Male,42,Florida,4,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,No,116.41,465.64,1,Yes
4176,Female,52,Georgia,25,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,100.5,2512.5,1,No
4177,Male,44,North Carolina,72,One Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,36.61,2635.92,1,No
4178,Male,49,Georgia,25,One Year,Electronic Check,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,138.94,3473.5,4,Yes
4179,Female,72,New York,22,Month-to-Month,Mailed Check,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,No,117.63,2587.86,7,No
4180,Female,39,California,12,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,127.06,1524.72,3,No
4181,Female,49,California,8,Two Year,Mailed Check,Yes,No,No,No,No,No,No,No,No,Yes,27.94,223.52,2,No
4182,Female,37,Florida,58,One Year,Credit Card,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,74.9,4344.2,3,No
4183,Female,32,New York,72,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,No,No,80.91,5825.52,2,Yes
4184,Female,36,Illinois,16,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,128.09,2049.44,1,No
4185,Female,37,California,8,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,47.36,378.88,2,Yes
4186,Female,50,Michigan,35,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,Yes,No,No,88.09,3083.15,1,No
4187,Female,80,Florida,3,Month-to-Month,Bank Transfer,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,106.53,319.59,3,Yes
4188,Male,34,North Carolina,34,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,118.57,4031.38,1,Yes
4189,Male,38,Pennsylvania,41,Two Year,Mailed Check,Yes,Yes,DSL,No,No,No,No,Yes,No,No,101.99,4181.59,1,Yes
4190,Female,44,California,3,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,No,No,No,90.85,272.55,3,Yes
4191,Female,50,Georgia,72,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,102.41,7373.52,1,No
4192,Male,48,Ohio,72,Two Year,Mailed Check,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,87.64,6310.08,2,No
4193,Female,64,Pennsylvania,66,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,126.06,8319.96,1,No
4194,Male,18,Pennsylvania,16,One Year,Electronic Check,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,104.54,1672.64,1,No
4195,Female,18,California,6,Month-to-Month,Bank Transfer,No,No,DSL,No,Yes,No,No,No,No,No,41.82,250.92,7,No
4196,Female,37,Ohio,20,One Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,No,38.44,768.8,1,Yes
4197,Female,61,Michigan,13,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,No,Yes,Yes,No,No,105.36,1369.68,2,Yes
4198,Male,21,California,5,Month-to-Month,Mailed Check,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,120.22,601.1,3,Yes
4199,Female,18,Texas,13,One Year,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,33.42,434.46,0,Yes
4200,Male,53,Michigan,26,One Year,Electronic Check,Yes,Yes,DSL,No,No,No,No,No,No,Yes,76.36,1985.36,2,Yes
4201,Male,48,Florida,1,One Year,Electronic Check,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,108.4,,6,Yes
4202,Male,28,Ohio,9,One Year,Mailed Check,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,110.02,990.18,1,Yes
4203,Female,30,Pennsylvania,1,Month-to-Month,Bank Transfer,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,120.28,,1,No
4204,Male,30,Illinois,33,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,139.1,4590.3,3,Yes
4205,Male,46,New York,24,One Year,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,32.67,784.08,1,No
4206,Female,35,Florida,1,One Year,Bank Transfer,Yes,No,DSL,No,No,No,No,No,Yes,Yes,76.22,,2,Yes
4207,Female,52,California,72,One Year,Credit Card,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,128.3,9237.6,2,No
4208,Female,18,Georgia,1,One Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,26.91,,2,Yes
4209,Female,32,Georgia,21,Month-to-Month,Credit Card,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No,108.45,2277.45,2,No
4210,Male,28,Ohio,35,Month-to-Month,Mailed Check,Yes,Yes,DSL,No,No,No,No,Yes,Yes,No,112.55,3939.25,1,Yes
4211,Female,41,Ohio,37,Month-to-Month,Electronic Check,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,No,87.95,3254.15,4,Yes
4212,Female,36,Texas,1,Two Year,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,31.76,,1,Yes
4213,Male,56,California,56,One Year,Electronic Check,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,83.97,4702.32,2,No
4214,Male,18,North Carolina,60,One Year,Credit Card,Yes,Yes,DSL,No,No,No,No,No,No,Yes,82.63,4957.8,2,No
4215,Male,45,Pennsylvania,19,Month-to-Month,Mailed Check,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,107.11,2035.09,4,Yes
4216,Male,53,Florida,15,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,104.56,1568.4,4,Yes
4217,Female,72,California,1,Two Year,Mailed Check,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,89.72,,5,No
4218,Female,37,California,19,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,132.57,2518.83,4,No
4219,Female,49,Florida,12,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,113.14,1357.68,0,Yes
4220,Female,18,North Carolina,35,One Year,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,52.42,1834.7,3,No
4221,Male,18,Michigan,12,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,44.24,530.88,2,Yes
4222,Female,57,North Carolina,27,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,28.24,762.48,0,No
4223,Male,44,Michigan,2,One Year,Electronic Check,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,88.04,176.08,2,Yes
4224,Female,62,Michigan,3,One Year,Mailed Check,Yes,Yes,DSL,No,No,No,Yes,No,Yes,No,112.75,338.25,2,No
4225,Male,24,Pennsylvania,3,One Year,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,128.38,385.14,1,No
4226,Female,52,Texas,1,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,126.27,,5,Yes
4227,Male,73,Georgia,18,Month-to-Month,Mailed Check,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,135.06,2431.08,1,No
4228,Male,51,Texas,37,Month-to-Month,Credit Card,No,No,DSL,No,Yes,No,Yes,Yes,No,Yes,68.02,2516.74,4,No
4229,Male,49,Texas,22,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Yes,107.72,2369.84,4,Yes
4230,Female,45,Texas,20,Month-to-Month,Mailed Check,No,No,DSL,No,No,No,No,Yes,Yes,Yes,61.53,1230.6,3,Yes
4231,Female,21,Pennsylvania,27,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,136.2,3677.4,1,No
4232,Male,65,Florida,9,Month-to-Month,Electronic Check,No,No,DSL,No,No,Yes,No,No,Yes,No,58.31,524.79,0,Yes
4233,Female,35,Texas,10,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,35.58,355.8,2,Yes
4234,Female,52,New York,9,One Year,Bank Transfer,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,114.93,1034.37,1,No
4235,Female,21,North Carolina,29,One Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,39.55,1146.95,4,No
4236,Female,27,Illinois,4,One Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,27.14,108.56,3,Yes
4237,Male,66,North Carolina,1,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,110.26,,1,No
4238,Male,39,Texas,21,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,46.59,978.39,0,Yes
4239,Female,66,Texas,68,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,Yes,No,No,80.3,5460.4,1,Yes
4240,Female,43,Illinois,22,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,109.85,2416.7,1,Yes
4241,Female,18,New York,36,Month-to-Month,Electronic Check,No,No,No,No,No,No,No,No,No,Yes,20.0,720.0,1,No
4242,Female,58,Ohio,26,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,No,No,84.44,2195.44,2,No
4243,Male,36,Georgia,16,One Year,Credit Card,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,132.1,2113.6,1,No
4244,Female,55,Georgia,30,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,150.0,4500.0,2,No
4245,Male,45,Michigan,41,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,116.27,4767.07,1,Yes
4246,Female,21,New York,6,Two Year,Credit Card,Yes,No,No,No,No,No,No,No,No,No,33.07,198.42,2,No
4247,Male,47,Texas,9,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,134.09,1206.81,1,No
4248,Female,77,Pennsylvania,6,One Year,Credit Card,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,201.38860500901896,698.04,3,No
4249,Female,52,California,14,One Year,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,43.56,609.84,3,Yes
4250,Male,44,Florida,51,Two Year,Mailed Check,Yes,Yes,DSL,No,No,No,No,Yes,No,No,97.84,4989.84,1,No
4251,Male,61,Texas,10,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,41.13,411.3,4,Yes
4252,Female,48,New York,11,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,No,52.38,576.18,1,Yes
4253,Female,48,California,47,Month-to-Month,Credit Card,Yes,No,No,No,No,No,No,No,No,Yes,27.78,1305.66,1,No
4254,Male,28,California,17,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,133.52,2269.84,1,No
4255,Female,48,Ohio,18,Two Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,150.0,2700.0,1,No
4256,Female,60,Illinois,47,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,134.86,6338.42,3,No
4257,Male,32,Ohio,16,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,109.34,1749.44,2,No
4258,Male,66,Ohio,27,Month-to-Month,Credit Card,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,117.42,3170.34,4,Yes
4259,Female,43,California,2,Two Year,Credit Card,Yes,No,DSL,No,No,No,No,Yes,No,Yes,84.55,169.1,2,Yes
4260,Female,31,Florida,4,Month-to-Month,Mailed Check,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,116.59,466.36,2,No
4261,Female,59,California,12,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,120.53,1446.36,2,No
4262,Female,40,North Carolina,16,Two Year,Credit Card,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,121.27,1940.32,1,No
4263,Male,56,Georgia,72,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,135.84,9780.48,4,Yes
4264,Male,40,Texas,72,Month-to-Month,Electronic Check,No,No,Fiber Optic,No,Yes,Yes,No,No,Yes,No,105.19,7573.68,2,No
4265,Male,44,Florida,45,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,No,No,No,92.84,4177.8,0,Yes
4266,Male,52,Michigan,9,One Year,Credit Card,Yes,Yes,DSL,No,No,No,Yes,No,No,No,98.14,883.26,2,Yes
4267,Female,49,Illinois,72,One Year,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,90.53,6518.16,2,Yes
4268,Female,18,None,28,Month-to-Month,Mailed Check,No,No,DSL,Yes,No,No,No,No,No,No,40.79,1142.12,2,Yes
4269,Male,28,Texas,11,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,120.91,1330.01,2,No
4270,Male,58,Texas,29,One Year,Bank Transfer,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,123.57,3583.53,1,No
4271,Female,43,Georgia,1,Two Year,Credit Card,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,107.29,,2,No
4272,Female,37,Ohio,3,One Year,Bank Transfer,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,96.15,288.45,2,No
4273,Female,24,Ohio,42,One Year,Mailed Check,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,106.46,4471.32,0,No
4274,Female,28,Pennsylvania,24,One Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,110.12,2642.88,3,Yes
4275,Female,18,Illinois,10,Month-to-Month,Credit Card,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,98.59,985.9,7,Yes
4276,Female,43,Georgia,16,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,114.94,1839.04,1,No
4277,Male,36,Florida,56,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,43.15,2416.4,3,No
4278,Male,30,Florida,23,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,126.14,2901.22,1,Yes
4279,Male,43,North Carolina,12,Month-to-Month,Credit Card,No,No,Fiber Optic,No,No,No,No,No,No,Yes,52.84,634.08,4,Yes
4280,Female,50,Florida,3,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,No,124.33,372.99,1,Yes
4281,Female,76,Pennsylvania,8,Month-to-Month,Bank Transfer,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,115.44,923.52,0,No
